Cost,RiskAdjustedCost,Frequency,Minor,Major,PCPID,ServiceProviderID,InNetwork
737.00,818.00,11,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,68,2527,1
377.00,628.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,68,3146,-1
468.00,936.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,68,10160,-1
878.00,2251.00,5,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,68,17236,-1
1756.00,8780.00,6,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,68,19905,-1
331.00,2480.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,68,28735,-1
825.00,8250.00,5,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,85,23885,-1
131.00,28.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,174,6754,-1
330.00,3300.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,174,17236,-1
716.00,1473.00,4,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,174,20111,-1
218.00,311.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,174,24233,-1
47.00,94.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,174,31415,-1
3184.00,3184.00,21,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,180,14164,-1
564.00,4230.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,180,14180,-1
5168.00,51680.00,31,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,180,25214,-1
471.00,2355.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,180,25638,-1
2826.00,14130.00,18,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,180,29404,-1
7809.00,61365.00,69,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,180,30670,-1
1224.00,6120.00,8,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,180,31515,-1
40.00,25.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,209,3146,-1
780.00,3900.00,5,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,209,9916,-1
80.00,160.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,209,11006,-1
141.00,705.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,209,22261,-1
1688.00,10571.00,33,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,210,645,-1
66.00,47.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,242,3091,-1
477.00,2385.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,242,9623,-1
157.00,314.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,242,11577,-1
1191.00,5955.00,11,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,242,15905,-1
575.00,1150.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,242,19545,-1
663.00,6630.00,5,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,242,22234,-1
971.00,1215.00,19,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,242,26003,-1
495.00,4950.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,242,31379,-1
0.00,0.00,10,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,242,31729,-1
870.00,4350.00,4,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,242,31877,-1
0.00,0.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,242,32108,-1
66.00,110.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,297,645,-1
170.00,213.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,388,6293,-1
400.00,622.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,388,7032,-1
3309.00,832.00,13,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,388,15049,-1
636.00,3180.00,4,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,404,22014,-1
775.00,7750.00,4,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,404,22178,-1
1533.00,7665.00,18,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,404,22625,-1
600.00,1200.00,5,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,451,15905,-1
1092.00,1211.00,8,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,451,17399,-1
377.00,539.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,508,3146,-1
2538.00,12690.00,22,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,508,11928,-1
925.00,1542.00,5,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,540,12281,-1
716.00,3580.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,674,7196,-1
331.00,1655.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,674,22178,-1
376.00,1880.00,12,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,674,31278,-1
520.00,2600.00,10,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,674,31885,-1
132.00,660.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,682,9450,-1
624.00,641.00,4,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,710,2527,1
1260.00,6300.00,8,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,710,2539,-1
145.00,290.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,710,3731,-1
1810.00,10630.00,11,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,710,9621,-1
1191.00,2678.00,11,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,710,11928,-1
636.00,1060.00,4,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,710,21965,-1
490.00,2450.00,9,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,710,23511,-1
937.00,4685.00,6,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,710,23887,-1
885.00,4425.00,6,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,710,28212,-1
2215.00,11075.00,16,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,710,30670,-1
488.00,478.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,710,32318,-1
769.00,1924.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,736,20111,-1
376.00,1880.00,8,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,736,22261,-1
86.00,40.00,8,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,744,3209,-1
2850.00,14250.00,18,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,744,9613,-1
646.00,1617.00,5,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,744,17209,-1
765.00,1094.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,744,19939,-1
1248.00,6240.00,12,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,744,29293,-1
785.00,7850.00,5,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,744,29572,-1
3300.00,33000.00,19,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,922,14152,-1
496.00,236.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,922,20111,-1
895.00,4475.00,22,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,922,32331,-1
2847.00,28470.00,17,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2287,17236,-1
340.00,528.00,6,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2295,9450,-1
436.00,4360.00,6,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2295,19905,-1
666.00,6660.00,4,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2303,10515,-1
1983.00,19830.00,11,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2303,28955,-1
2198.00,10990.00,15,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2409,22014,-1
307.00,1535.00,7,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2409,29803,-1
964.00,1928.00,8,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2409,31985,-1
235.00,2350.00,5,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2432,22261,-1
887.00,1477.00,7,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2457,10152,-1
3416.00,8633.00,25,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2457,10516,1
2921.00,4328.00,11,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2457,15049,-1
5871.00,6689.00,22,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2457,19939,-1
377.00,628.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2457,31985,-1
3160.00,6320.00,32,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2701,3254,-1
716.00,183.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2701,6374,-1
94.00,104.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2701,15621,-1
316.00,527.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2701,16771,-1
4637.00,32790.00,29,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2701,19936,-1
331.00,69.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2701,19939,-1
2098.00,3497.00,13,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2701,24527,-1
188.00,208.00,4,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2701,31545,-1
294.00,1470.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2795,19337,-1
734.00,1468.00,5,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2798,10516,1
1520.00,7600.00,11,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2798,18200,-1
18.00,15.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2798,22014,-1
1136.00,2272.00,8,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2798,22178,-1
6362.00,31810.00,35,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2798,25250,-1
703.00,7030.00,8,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2798,31885,-1
4710.00,9420.00,30,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2893,13688,-1
496.00,2480.00,5,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2893,31729,-1
94.00,312.00,5,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2895,12670,-1
2836.00,28360.00,29,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2895,23511,-1
1228.00,6140.00,4,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2958,19939,-1
330.00,2063.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2958,26873,-1
825.00,4950.00,6,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2958,28955,-1
477.00,4770.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2958,29572,-1
185.00,370.00,7,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2958,31458,-1
3237.00,6474.00,21,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2963,14164,-1
1248.00,696.00,8,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,2963,22016,-1
522.00,1044.00,10,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3054,15040,-1
1900.00,19000.00,13,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3054,16771,-1
1269.00,2437.00,10,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3073,3254,-1
0.00,0.00,6,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3073,26482,-1
1490.00,3005.00,8,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3101,2527,1
1342.00,2650.00,13,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3101,11928,-1
186.00,144.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3101,12326,-1
2270.00,7569.00,17,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3101,25506,-1
334.00,543.00,4,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3101,32318,-1
1356.00,588.00,6,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3145,15049,-1
2111.00,915.00,10,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3161,15049,-1
26.00,66.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3189,3209,-1
272.00,544.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3189,3254,-1
1823.00,1403.00,16,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3189,16061,-1
0.00,0.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3189,26909,-1
775.00,1292.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3192,20100,-1
1007.00,561.00,8,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3238,20131,-1
936.00,1872.00,6,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3347,32345,-1
272.00,1360.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3350,31985,-1
942.00,4710.00,6,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3374,12185,-1
1104.00,5520.00,16,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3662,22178,-1
1570.00,3140.00,10,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3709,13688,-1
1910.00,6363.00,11,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3709,16608,-1
3056.00,4287.00,38,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3758,3254,-1
188.00,124.00,5,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3758,9529,-1
3230.00,2299.00,30,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3758,11496,-1
1348.00,2470.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3758,19939,-1
1388.00,922.00,14,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3758,29293,-1
2828.00,3200.00,19,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3789,3888,-1
1884.00,1285.00,17,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3789,10035,-1
1110.00,462.00,6,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3789,12326,-1
624.00,1044.00,12,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3789,15705,-1
137.00,685.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3879,9450,-1
1198.00,4148.00,7,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3904,2527,1
330.00,1650.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3904,28588,-1
1746.00,8730.00,13,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3950,15859,-1
1260.00,1147.00,8,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3950,22016,-1
727.00,2089.00,5,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3950,31729,-1
713.00,1385.00,5,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3954,3254,-1
1010.00,893.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3954,6374,-1
2039.00,6794.00,11,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3954,15049,-1
1339.00,3910.00,7,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,3954,19939,-1
1487.00,1857.00,11,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4021,28917,-1
1789.00,2048.00,14,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4043,3888,-1
24.00,34.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4079,3209,-1
244.00,610.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4079,3254,-1
222.00,382.00,4,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4079,3371,1
855.00,535.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4079,6371,-1
2601.00,911.00,13,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4079,15049,-1
347.00,1735.00,4,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4079,20550,-1
1533.00,1282.00,14,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4079,29560,-1
1222.00,681.00,9,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4144,10516,1
392.00,1960.00,4,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4154,23511,-1
563.00,2815.00,6,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4163,11518,-1
2185.00,4370.00,12,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4163,19939,-1
274.00,1370.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4249,3254,-1
3965.00,39650.00,40,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4249,14089,-1
433.00,4330.00,11,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4249,28917,-1
4348.00,43480.00,43,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4262,2637,-1
109.00,51.00,9,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4262,3209,-1
318.00,1590.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4262,9623,-1
1052.00,1414.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4262,15049,-1
717.00,7170.00,6,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4262,17382,-1
1486.00,2972.00,9,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4262,21366,-1
705.00,1764.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4262,22234,-1
1924.00,3848.00,13,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4296,14164,-1
2124.00,4591.00,21,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4301,3254,-1
3648.00,4051.00,26,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4301,4738,-1
273.00,546.00,4,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4301,7707,-1
3733.00,5344.00,30,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4301,11496,-1
1156.00,2312.00,15,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4301,22625,-1
141.00,705.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4313,9450,-1
840.00,646.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4315,3667,-1
611.00,559.00,16,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4315,22261,-1
774.00,1548.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4343,19939,-1
6953.00,7932.00,71,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4356,4738,-1
1295.00,6013.00,7,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4356,10229,-1
2085.00,2038.00,14,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4356,10516,1
1431.00,1336.00,28,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4356,18663,-1
452.00,503.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4356,19939,-1
4785.00,34650.00,35,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4356,25250,-1
4906.00,21062.00,30,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4356,31455,-1
544.00,1813.00,5,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4356,31985,-1
1104.00,2498.00,29,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4383,3146,-1
480.00,533.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4383,17399,-1
0.00,0.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4383,31100,-1
19.00,190.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4789,645,-1
1225.00,1515.00,5,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4789,6371,-1
1010.00,1133.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4789,6374,-1
1741.00,17410.00,11,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4789,9623,-1
520.00,865.00,5,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4789,11496,-1
1488.00,2204.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4789,15049,-1
3842.00,7527.00,32,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4789,16061,-1
314.00,3140.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4789,22433,-1
438.00,876.00,5,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4789,29396,-1
1248.00,6240.00,12,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4792,15040,-1
8195.00,12451.00,32,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4792,15049,-1
94.00,236.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4792,15621,-1
1903.00,9515.00,13,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4792,16608,-1
344.00,3440.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4792,19503,-1
537.00,5370.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4792,22234,-1
1248.00,2496.00,8,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4792,24406,-1
2248.00,1729.00,20,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4792,25219,-1
471.00,2355.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4792,30514,-1
1365.00,2275.00,7,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4792,31350,-1
141.00,282.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4792,31417,-1
0.00,0.00,8,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4792,31729,-1
747.00,7470.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4792,31877,-1
740.00,7400.00,4,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,4792,32012,-1
1040.00,10400.00,4,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,5739,19905,-1
28.00,17.00,7,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,6539,21965,-1
1150.00,1150.00,10,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,6728,20131,-1
165.00,150.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,6754,9981,-1
335.00,2162.00,5,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,9450,9450,-1
324.00,463.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,9488,9916,-1
1321.00,9910.00,12,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,9488,17236,-1
629.00,3145.00,4,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,9488,23887,-1
3051.00,2349.00,13,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,10464,15251,-1
1010.00,7575.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,19351,6374,-1
520.00,2600.00,5,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,19351,15040,-1
2512.00,25120.00,16,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,19351,21116,-1
1762.00,8810.00,17,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,19351,29576,-1
692.00,3460.00,6,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,19351,29592,-1
1368.00,5718.00,6,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,19351,31350,-1
1320.00,13200.00,8,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,19351,31379,-1
587.00,733.00,7,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,19351,31985,-1
495.00,4950.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,19351,32567,-1
380.00,3800.00,5,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,19351,32763,-1
1641.00,11319.00,25,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,28932,645,-1
660.00,3300.00,4,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,28932,31578,-1
208.00,2080.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,31131,21002,-1
1111.00,2222.00,11,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,31674,11257,-1
383.00,1915.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,31674,22178,-1
1549.00,7745.00,7,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,31674,26873,-1
800.00,711.00,4,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,31700,7032,-1
1868.00,1555.00,13,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,31700,10516,1
